[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 02:00:51.582] <Wally>   (out) : =
[2025-10-06 02:00:51.582] <Wally>   (out) : 
[2025-10-06 02:00:51.582] <Wally>   (out) : =
[2025-10-06 02:00:51.582] <Wally>   (out) : 
[2025-10-06 02:00:51.582] <Wally>   (out) : =
[2025-10-06 02:00:51.582] <Wally>   (out) : 
[2025-10-06 02:00:51.582] <Wally>   (out) : =
[2025-10-06 02:00:51.582] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.583] <Wally>   (out) : 
[2025-10-06 02:00:51.583] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.584] <Wally>   (out) : =
[2025-10-06 02:00:51.584] <Wally>   (out) : 
[2025-10-06 02:00:51.593] <Wally>    (in) : genmove W
[2025-10-06 02:00:51.664] <Wally>   (out) : = J9
[2025-10-06 02:00:51.664] <Wally>   (out) : 
[2025-10-06 02:00:51.680] <Wally>   (err) : capture move C9
[2025-10-06 02:00:51.680] <Wally>   (err) : save move: C9
[2025-10-06 02:00:51.680] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:51.680] <Wally>   (err) : surround move: J9
[2025-10-06 02:00:51.680] <Wally>   (err) : best move J9
[2025-10-06 02:00:51.901] <Wally>    (in) : play B A8
[2025-10-06 02:00:51.902] <Wally>    (in) : play B A7
[2025-10-06 02:00:51.902] <Wally>    (in) : play W A3
[2025-10-06 02:00:51.902] <Wally>    (in) : play W A2
[2025-10-06 02:00:51.902] <Wally>    (in) : play W A1
[2025-10-06 02:00:51.902] <Wally>    (in) : play B B9
[2025-10-06 02:00:51.902] <Wally>    (in) : play B B8
[2025-10-06 02:00:51.903] <Wally>    (in) : play W B6
[2025-10-06 02:00:51.903] <Wally>    (in) : play B B5
[2025-10-06 02:00:51.903] <Wally>    (in) : play W B4
[2025-10-06 02:00:51.903] <Wally>    (in) : play B B3
[2025-10-06 02:00:51.903] <Wally>    (in) : play W B2
[2025-10-06 02:00:51.903] <Wally>    (in) : play W B1
[2025-10-06 02:00:51.903] <Wally>    (in) : play W C8
[2025-10-06 02:00:51.903] <Wally>    (in) : play W C7
[2025-10-06 02:00:51.904] <Wally>    (in) : play W C5
[2025-10-06 02:00:51.904] <Wally>    (in) : play B C4
[2025-10-06 02:00:51.904] <Wally>    (in) : play B C3
[2025-10-06 02:00:51.904] <Wally>    (in) : play B C2
[2025-10-06 02:00:51.904] <Wally>    (in) : play B C1
[2025-10-06 02:00:51.904] <Wally>    (in) : play B D9
[2025-10-06 02:00:51.904] <Wally>    (in) : play W D8
[2025-10-06 02:00:51.904] <Wally>    (in) : play W D7
[2025-10-06 02:00:51.905] <Wally>    (in) : play B D6
[2025-10-06 02:00:51.905] <Wally>    (in) : play W D5
[2025-10-06 02:00:51.905] <Wally>    (in) : play B D4
[2025-10-06 02:00:51.905] <Wally>    (in) : play B D2
[2025-10-06 02:00:51.905] <Wally>    (in) : play B D1
[2025-10-06 02:00:51.906] <Wally>    (in) : play B E9
[2025-10-06 02:00:51.906] <Wally>    (in) : play W E8
[2025-10-06 02:00:51.906] <Wally>    (in) : play W E6
[2025-10-06 02:00:51.907] <Wally>    (in) : play B E5
[2025-10-06 02:00:51.907] <Wally>    (in) : play B E4
[2025-10-06 02:00:51.907] <Wally>    (in) : play B E2
[2025-10-06 02:00:51.907] <Wally>    (in) : play B E1
[2025-10-06 02:00:51.907] <Wally>    (in) : play W F9
[2025-10-06 02:00:51.907] <Wally>    (in) : play W F8
[2025-10-06 02:00:51.907] <Wally>    (in) : play B F7
[2025-10-06 02:00:51.907] <Wally>    (in) : play W F6
[2025-10-06 02:00:51.907] <Wally>    (in) : play B F5
[2025-10-06 02:00:51.908] <Wally>    (in) : play B F4
[2025-10-06 02:00:51.908] <Wally>    (in) : play B F3
[2025-10-06 02:00:51.908] <Wally>    (in) : play B F1
[2025-10-06 02:00:51.908] <Wally>    (in) : play W G8
[2025-10-06 02:00:51.908] <Wally>    (in) : play B G7
[2025-10-06 02:00:51.908] <Wally>    (in) : play W G6
[2025-10-06 02:00:51.908] <Wally>    (in) : play W G5
[2025-10-06 02:00:51.908] <Wally>    (in) : play B G4
[2025-10-06 02:00:51.909] <Wally>    (in) : play B G3
[2025-10-06 02:00:51.909] <Wally>    (in) : play B G1
[2025-10-06 02:00:51.909] <Wally>    (in) : play B H9
[2025-10-06 02:00:51.909] <Wally>    (in) : play W H8
[2025-10-06 02:00:51.909] <Wally>    (in) : play W H7
[2025-10-06 02:00:51.909] <Wally>    (in) : play W H6
[2025-10-06 02:00:51.909] <Wally>    (in) : play W H5
[2025-10-06 02:00:51.909] <Wally>    (in) : play W H4
[2025-10-06 02:00:51.910] <Wally>    (in) : play B H3
[2025-10-06 02:00:51.910] <Wally>    (in) : play B H2
[2025-10-06 02:00:51.910] <Wally>    (in) : play B H1
[2025-10-06 02:00:51.910] <Wally>    (in) : play B J8
[2025-10-06 02:00:51.910] <Wally>    (in) : play B J6
[2025-10-06 02:00:51.910] <Wally>    (in) : play B J5
[2025-10-06 02:00:51.910] <Wally>    (in) : play B J4
[2025-10-06 02:00:51.910] <Wally>    (in) : play B J3
[2025-10-06 02:00:51.911] <Wally>    (in) : play B J2
[2025-10-06 02:00:51.911] <Wally>    (in) : play B J1
[2025-10-06 02:00:51.975] <Wally>   (out) : =
[2025-10-06 02:00:51.975] <Wally>   (out) : 
[2025-10-06 02:00:51.975] <Wally>   (out) : =
[2025-10-06 02:00:51.975] <Wally>   (out) : 
[2025-10-06 02:00:51.975] <Wally>   (out) : =
[2025-10-06 02:00:51.975] <Wally>   (out) : 
[2025-10-06 02:00:51.975] <Wally>   (out) : =
[2025-10-06 02:00:51.975] <Wally>   (out) : 
[2025-10-06 02:00:51.975] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.976] <Wally>   (out) : =
[2025-10-06 02:00:51.976] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.977] <Wally>   (out) : =
[2025-10-06 02:00:51.977] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.978] <Wally>   (out) : =
[2025-10-06 02:00:51.978] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.979] <Wally>   (out) : =
[2025-10-06 02:00:51.979] <Wally>   (out) : 
[2025-10-06 02:00:51.980] <Wally>   (out) : =
[2025-10-06 02:00:51.980] <Wally>   (out) : 
[2025-10-06 02:00:51.980] <Wally>   (out) : =
[2025-10-06 02:00:51.980] <Wally>   (out) : 
[2025-10-06 02:00:51.980] <Wally>   (out) : =
[2025-10-06 02:00:51.980] <Wally>   (out) : 
[2025-10-06 02:00:51.980] <Wally>   (out) : =
[2025-10-06 02:00:51.980] <Wally>   (out) : 
[2025-10-06 02:00:51.980] <Wally>   (out) : =
[2025-10-06 02:00:51.980] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.981] <Wally>   (out) : =
[2025-10-06 02:00:51.981] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.982] <Wally>   (out) : 
[2025-10-06 02:00:51.982] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.983] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.983] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.983] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.983] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.983] <Wally>   (out) : =
[2025-10-06 02:00:51.983] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.984] <Wally>   (out) : =
[2025-10-06 02:00:51.984] <Wally>   (out) : 
[2025-10-06 02:00:51.993] <Wally>    (in) : genmove W
[2025-10-06 02:00:52.057] <Wally>   (out) : = B7
[2025-10-06 02:00:52.057] <Wally>   (out) : 
[2025-10-06 02:00:52.077] <Wally>   (err) : capture move C9
[2025-10-06 02:00:52.077] <Wally>   (err) : save move: C9
[2025-10-06 02:00:52.078] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:52.078] <Wally>   (err) : surround move: B7
[2025-10-06 02:00:52.078] <Wally>   (err) : best move B7
[2025-10-06 02:00:52.285] <Wally>    (in) : play B A9
[2025-10-06 02:00:52.285] <Wally>    (in) : play B A8
[2025-10-06 02:00:52.285] <Wally>    (in) : play B A7
[2025-10-06 02:00:52.285] <Wally>    (in) : play W A3
[2025-10-06 02:00:52.286] <Wally>    (in) : play W A2
[2025-10-06 02:00:52.286] <Wally>    (in) : play W A1
[2025-10-06 02:00:52.286] <Wally>    (in) : play B B9
[2025-10-06 02:00:52.286] <Wally>    (in) : play B B8
[2025-10-06 02:00:52.286] <Wally>    (in) : play W B7
[2025-10-06 02:00:52.286] <Wally>    (in) : play W B6
[2025-10-06 02:00:52.287] <Wally>    (in) : play B B5
[2025-10-06 02:00:52.287] <Wally>    (in) : play W B4
[2025-10-06 02:00:52.287] <Wally>    (in) : play B B3
[2025-10-06 02:00:52.287] <Wally>    (in) : play W B2
[2025-10-06 02:00:52.287] <Wally>    (in) : play W B1
[2025-10-06 02:00:52.287] <Wally>    (in) : play W C8
[2025-10-06 02:00:52.287] <Wally>    (in) : play W C7
[2025-10-06 02:00:52.288] <Wally>    (in) : play W C5
[2025-10-06 02:00:52.288] <Wally>    (in) : play B C4
[2025-10-06 02:00:52.288] <Wally>    (in) : play B C3
[2025-10-06 02:00:52.288] <Wally>    (in) : play B C2
[2025-10-06 02:00:52.288] <Wally>    (in) : play B C1
[2025-10-06 02:00:52.288] <Wally>    (in) : play B D9
[2025-10-06 02:00:52.288] <Wally>    (in) : play W D8
[2025-10-06 02:00:52.288] <Wally>    (in) : play W D7
[2025-10-06 02:00:52.288] <Wally>    (in) : play B D6
[2025-10-06 02:00:52.289] <Wally>    (in) : play W D5
[2025-10-06 02:00:52.289] <Wally>    (in) : play B D4
[2025-10-06 02:00:52.289] <Wally>    (in) : play B D2
[2025-10-06 02:00:52.289] <Wally>    (in) : play B D1
[2025-10-06 02:00:52.289] <Wally>    (in) : play B E9
[2025-10-06 02:00:52.289] <Wally>    (in) : play W E8
[2025-10-06 02:00:52.289] <Wally>    (in) : play W E6
[2025-10-06 02:00:52.289] <Wally>    (in) : play B E5
[2025-10-06 02:00:52.290] <Wally>    (in) : play B E4
[2025-10-06 02:00:52.290] <Wally>    (in) : play B E2
[2025-10-06 02:00:52.290] <Wally>    (in) : play B E1
[2025-10-06 02:00:52.290] <Wally>    (in) : play W F9
[2025-10-06 02:00:52.290] <Wally>    (in) : play W F8
[2025-10-06 02:00:52.290] <Wally>    (in) : play B F7
[2025-10-06 02:00:52.290] <Wally>    (in) : play W F6
[2025-10-06 02:00:52.290] <Wally>    (in) : play B F5
[2025-10-06 02:00:52.291] <Wally>    (in) : play B F4
[2025-10-06 02:00:52.291] <Wally>    (in) : play B F3
[2025-10-06 02:00:52.291] <Wally>    (in) : play B F1
[2025-10-06 02:00:52.291] <Wally>    (in) : play W G8
[2025-10-06 02:00:52.291] <Wally>    (in) : play B G7
[2025-10-06 02:00:52.291] <Wally>    (in) : play W G6
[2025-10-06 02:00:52.291] <Wally>    (in) : play W G5
[2025-10-06 02:00:52.291] <Wally>    (in) : play B G4
[2025-10-06 02:00:52.291] <Wally>    (in) : play B G3
[2025-10-06 02:00:52.292] <Wally>    (in) : play B G1
[2025-10-06 02:00:52.292] <Wally>    (in) : play B H9
[2025-10-06 02:00:52.292] <Wally>    (in) : play W H8
[2025-10-06 02:00:52.292] <Wally>    (in) : play W H7
[2025-10-06 02:00:52.292] <Wally>    (in) : play W H6
[2025-10-06 02:00:52.292] <Wally>    (in) : play W H5
[2025-10-06 02:00:52.292] <Wally>    (in) : play W H4
[2025-10-06 02:00:52.292] <Wally>    (in) : play B H3
[2025-10-06 02:00:52.293] <Wally>    (in) : play B H2
[2025-10-06 02:00:52.293] <Wally>    (in) : play B H1
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J8
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J6
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J5
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J4
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J3
[2025-10-06 02:00:52.293] <Wally>    (in) : play B J2
[2025-10-06 02:00:52.294] <Wally>    (in) : play B J1
[2025-10-06 02:00:52.358] <Wally>   (out) : =
[2025-10-06 02:00:52.358] <Wally>   (out) : 
[2025-10-06 02:00:52.358] <Wally>   (out) : =
[2025-10-06 02:00:52.358] <Wally>   (out) : 
[2025-10-06 02:00:52.358] <Wally>   (out) : =
[2025-10-06 02:00:52.358] <Wally>   (out) : 
[2025-10-06 02:00:52.358] <Wally>   (out) : =
[2025-10-06 02:00:52.358] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.359] <Wally>   (out) : 
[2025-10-06 02:00:52.359] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.360] <Wally>   (out) : 
[2025-10-06 02:00:52.360] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.361] <Wally>   (out) : =
[2025-10-06 02:00:52.361] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.362] <Wally>   (out) : 
[2025-10-06 02:00:52.362] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.363] <Wally>   (out) : =
[2025-10-06 02:00:52.363] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.364] <Wally>   (out) : =
[2025-10-06 02:00:52.364] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.365] <Wally>   (out) : =
[2025-10-06 02:00:52.365] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.366] <Wally>   (out) : =
[2025-10-06 02:00:52.366] <Wally>   (out) : 
[2025-10-06 02:00:52.367] <Wally>   (out) : =
[2025-10-06 02:00:52.367] <Wally>   (out) : 
[2025-10-06 02:00:52.367] <Wally>   (out) : =
[2025-10-06 02:00:52.367] <Wally>   (out) : 
[2025-10-06 02:00:52.367] <Wally>   (out) : =
[2025-10-06 02:00:52.367] <Wally>   (out) : 
[2025-10-06 02:00:52.367] <Wally>   (out) : =
[2025-10-06 02:00:52.367] <Wally>   (out) : 
[2025-10-06 02:00:52.367] <Wally>   (out) : =
[2025-10-06 02:00:52.367] <Wally>   (out) : 
[2025-10-06 02:00:52.376] <Wally>    (in) : genmove W
[2025-10-06 02:00:52.438] <Wally>   (out) : = A6
[2025-10-06 02:00:52.439] <Wally>   (out) : 
[2025-10-06 02:00:52.450] <Wally>   (err) : capture move C9
[2025-10-06 02:00:52.450] <Wally>   (err) : save move: C9
[2025-10-06 02:00:52.450] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:52.450] <Wally>   (err) : surround move: A6
[2025-10-06 02:00:52.450] <Wally>   (err) : best move A6
[2025-10-06 02:00:53.425] <Wally>    (in) : play B A9
[2025-10-06 02:00:53.425] <Wally>    (in) : play B A8
[2025-10-06 02:00:53.426] <Wally>    (in) : play B A7
[2025-10-06 02:00:53.426] <Wally>    (in) : play W A6
[2025-10-06 02:00:53.426] <Wally>    (in) : play B A5
[2025-10-06 02:00:53.426] <Wally>    (in) : play W A3
[2025-10-06 02:00:53.426] <Wally>    (in) : play W A2
